period,time,demand_kw,diesel_generation_kw,solar_radiation,min_injection_threshold,injection_condition,pv_injection_potential,theoretical_pv_generation,actual_pv_injection,unused_pv_energy
2019-04,1:45,214.81,300,0,156,1,58.81,0,0,0
2019-04,2:00,212.47,300,0,156,1,56.47,0,0,0
2019-04,2:15,210.99,300,0,156,1,54.99,0,0,0
2019-04,2:30,209.09,300,0,156,1,53.09,0,0,0
2019-04,2:45,207.35,300,0,156,1,51.35,0,0,0
2019-04,3:00,205.77,300,0,156,1,49.77,0,0,0
2019-04,3:15,204.56,300,0,156,1,48.56,0,0,0
2019-04,3:30,202.9,300,0,156,1,46.9,0,0,0
2019-04,3:45,202.72,300,0,156,1,46.72,0,0,0
2019-04,4:00,201.91,300,0,156,1,45.91,0,0,0
2019-04,4:15,200.84,300,0,156,1,44.84,0,0,0
2019-04,4:30,200.26,300,0,156,1,44.26,0,0,0
2019-04,4:45,199.75,300,0,156,1,43.75,0,0,0
2019-04,5:00,204.74,300,0,156,1,48.74,0,0,0
2019-04,5:15,205.97,300,0,156,1,49.97,0,0,0
2019-04,5:30,203.5,300,0,156,1,47.5,0,0,0
2019-04,5:45,203.89,300,0,156,1,47.89,0,0,0
2019-04,6:00,201.5,300,0,156,1,45.5,0,0,0
2019-04,6:15,195.49,300,0.58,156,1,39.49,0.25,0.25,0
2019-04,6:30,185.58,400,9.99,208,0,0,4.26,0,4.26
2019-04,6:45,186.39,400,24.92,208,0,0,10.62,0,10.62
2019-04,7:00,199.13,400,47.25,208,0,0,20.15,0,20.15
2019-04,7:15,210.28,400,112.5,208,1,2.28,47.97,2.28,45.69
2019-04,7:30,216.42,400,155.52,208,1,8.42,66.31,8.42,57.89
2019-04,7:45,227.17,400,197.52,208,1,19.17,84.21,19.17,65.04
2019-04,8:00,245.82,400,241.22,208,1,37.82,102.85,37.82,65.03
2019-04,8:15,258.98,400,281.31,208,1,50.98,119.94,50.98,68.96
2019-04,8:30,281.56,400,307.95,208,1,73.56,131.3,73.56,57.74
2019-04,8:45,297.14,400,372.21,208,1,89.14,158.7,89.14,69.56
2019-04,9:00,295.42,400,427.34,208,1,87.42,182.2,87.42,94.78
2019-04,9:15,308.89,400,488.28,208,1,100.89,208.18,100.89,107.29
2019-04,9:30,326.59,400,526.81,208,1,118.59,224.61,118.59,106.02
2019-04,9:45,328.42,400,547.69,208,1,120.42,233.51,120.42,113.09
2019-04,10:00,329.54,400,598.74,208,1,121.54,255.28,121.54,133.74
2019-04,10:15,323.85,400,638.32,208,1,115.85,272.15,115.85,156.3
2019-04,10:30,319.3,400,665.34,208,1,111.3,283.67,111.3,172.37
2019-04,10:45,322.25,400,703.96,208,1,114.25,300.14,114.25,185.89
2019-04,11:00,331.28,400,713.64,208,1,123.28,304.27,123.28,180.99
2019-04,11:15,338.74,400,640.87,208,1,130.74,273.24,130.74,142.5
2019-04,11:30,343.17,400,714.76,208,1,135.17,304.75,135.17,169.58
2019-04,11:45,332.13,400,696.64,208,1,124.13,297.02,124.13,172.89
2019-04,12:00,314.79,400,724.04,208,1,106.79,308.7,106.79,201.91
2019-04,12:15,306.59,400,718.69,208,1,98.59,306.42,98.59,207.83
2019-04,12:30,308.02,400,748.02,208,1,100.02,318.93,100.02,218.91
2019-04,12:45,302.98,400,760.4,208,1,94.98,324.2,94.98,229.22
2019-04,13:00,309.52,400,728.73,208,1,101.52,310.7,101.52,209.18
2019-04,13:15,311.95,400,686.48,208,1,103.95,292.69,103.95,188.74
2019-04,13:30,311.6,400,688.73,208,1,103.6,293.65,103.6,190.05
2019-04,13:45,313.25,400,664.4,208,1,105.25,283.27,105.25,178.02
2019-04,14:00,318.07,400,610.62,208,1,110.07,260.34,110.07,150.27
2019-04,14:15,328.08,400,530.34,208,1,120.08,226.12,120.08,106.04
2019-04,14:30,331.01,400,523.55,208,1,123.01,223.22,123.01,100.21
2019-04,14:45,329.84,700,481.38,364,0,0,205.24,0,205.24
2019-04,15:00,340.91,700,455.06,364,0,0,194.02,0,194.02
2019-04,15:15,331.92,700,397.23,364,0,0,169.36,0,169.36
2019-04,15:30,342.61,700,368.94,364,0,0,157.3,0,157.3
2019-04,15:45,341.1,700,353.32,364,0,0,150.64,0,150.64
2019-04,16:00,340.43,700,336.18,364,0,0,143.33,0,143.33
2019-04,16:15,340.81,700,278.86,364,0,0,118.89,0,118.89
2019-04,16:30,339.02,700,248.19,364,0,0,105.82,0,105.82
2019-04,16:45,333.45,700,208.25,364,0,0,88.79,0,88.79
2019-04,17:00,330.59,700,162.86,364,0,0,69.44,0,69.44
2019-04,17:15,331.83,700,126.94,364,0,0,54.12,0,54.12
2019-04,17:30,324.27,700,81.49,364,0,0,34.74,0,34.74
2019-04,17:45,316.13,700,42.92,364,0,0,18.3,0,18.3
2019-04,18:00,313.81,700,16.94,364,0,0,7.22,0,7.22
2019-04,18:15,336.62,700,3.78,364,0,0,1.61,0,1.61
2019-04,18:30,366.47,700,0.17,364,1,2.47,0.07,0.07,0
2019-04,18:45,383.13,700,0,364,1,19.13,0,0,0
2019-04,19:00,387.65,700,0,364,1,23.65,0,0,0
2019-04,19:15,392.12,700,0,364,1,28.12,0,0,0
2019-04,19:30,391.75,700,0,364,1,27.75,0,0,0
2019-04,19:45,389.32,700,0,364,1,25.32,0,0,0
2019-04,20:00,387.12,700,0,364,1,23.12,0,0,0
2019-04,20:15,380.72,700,0,364,1,16.72,0,0,0
2019-04,20:30,375.78,700,0,364,1,11.78,0,0,0
2019-04,20:45,367.43,700,0,364,1,3.43,0,0,0
2019-04,21:00,363.16,700,0,364,0,0,0,0,0
2019-04,21:15,356.04,700,0,364,0,0,0,0,0
2019-04,21:30,347.47,700,0,364,0,0,0,0,0
2019-04,21:45,336.87,700,0,364,0,0,0,0,0
2019-04,22:00,324.22,700,0,364,0,0,0,0,0
2019-04,22:15,313.41,700,0,364,0,0,0,0,0
2019-04,22:30,300.76,700,0,364,0,0,0,0,0
2019-04,22:45,289.67,700,0,364,0,0,0,0,0
2019-04,23:00,278.43,700,0,364,0,0,0,0,0
2019-04,23:15,265.31,700,0,364,0,0,0,0,0
2019-04,23:30,257.65,700,0,364,0,0,0,0,0
2019-04,23:45,249.54,700,0,364,0,0,0,0,0
2019-05,0:00,240.72,700,0,364,0,0,0,0,0
2019-05,0:15,235.16,300,0,156,1,79.16,0,0,0
2019-05,0:30,230.04,300,0,156,1,74.04,0,0,0
2019-05,0:45,225,300,0,156,1,69,0,0,0
2019-05,1:00,221.66,300,0,156,1,65.66,0,0,0
2019-05,1:15,218.21,300,0,156,1,62.21,0,0,0
2019-05,1:30,215.87,300,0,156,1,59.87,0,0,0
2019-05,1:45,212.69,300,0,156,1,56.69,0,0,0
2019-05,2:00,210.83,300,0,156,1,54.83,0,0,0
2019-05,2:15,209.32,300,0,156,1,53.32,0,0,0
2019-05,2:30,207.85,300,0,156,1,51.85,0,0,0
2019-05,2:45,207.31,300,0,156,1,51.31,0,0,0
2019-05,3:00,205.55,300,0,156,1,49.55,0,0,0
2019-05,3:15,203.98,300,0,156,1,47.98,0,0,0
2019-05,3:30,203.29,300,0,156,1,47.29,0,0,0
2019-05,3:45,201.91,300,0,156,1,45.91,0,0,0
2019-05,4:00,201.52,300,0,156,1,45.52,0,0,0
2019-05,4:15,201.14,300,0,156,1,45.14,0,0,0
2019-05,4:30,200.81,300,0,156,1,44.81,0,0,0
2019-05,4:45,200.72,300,0,156,1,44.72,0,0,0
2019-05,5:00,207.15,300,0,156,1,51.15,0,0,0
2019-05,5:15,210.86,300,0,156,1,54.86,0,0,0
2019-05,5:30,208.93,300,0,156,1,52.93,0,0,0
2019-05,5:45,207.65,300,0,156,1,51.65,0,0,0
2019-05,6:00,211.52,300,0,156,1,55.52,0,0,0
2019-05,6:15,204.55,300,1.02,156,1,48.55,0.43,0.43,0
2019-05,6:30,193.48,400,8.57,208,0,0,3.65,0,3.65
2019-05,6:45,193.39,400,18.18,208,0,0,7.75,0,7.75
2019-05,7:00,202.28,400,28.85,208,0,0,12.3,0,12.3
2019-05,7:15,213.74,400,109.88,208,1,5.74,46.85,5.74,41.11
2019-05,7:30,228.95,400,170.33,208,1,20.95,72.62,20.95,51.67
2019-05,7:45,244.66,400,225.25,208,1,36.66,96.04,36.66,59.38
2019-05,8:00,263.44,400,287.59,208,1,55.44,122.62,55.44,67.18
2019-05,8:15,278.78,400,333.31,208,1,70.78,142.11,70.78,71.33
2019-05,8:30,297,400,373.56,208,1,89,159.27,89,70.27
2019-05,8:45,308.76,400,415.37,208,1,100.76,177.1,100.76,76.34
2019-05,9:00,320.44,400,459.64,208,1,112.44,195.97,112.44,83.53
2019-05,9:15,323.26,400,475.23,208,1,115.26,202.62,115.26,87.36
2019-05,9:30,328.99,400,506.26,208,1,120.99,215.85,120.99,94.86
2019-05,9:45,326.7,400,517.43,208,1,118.7,220.61,118.7,101.91
2019-05,10:00,330.09,400,553.81,208,1,122.09,236.12,122.09,114.03
2019-05,10:15,326.13,400,587.12,208,1,118.13,250.32,118.13,132.19
2019-05,10:30,325.7,400,614.63,208,1,117.7,262.05,117.7,144.35
2019-05,10:45,327.34,400,643.28,208,1,119.34,274.27,119.34,154.93
2019-05,11:00,336.32,400,677.93,208,1,128.32,289.04,128.32,160.72
2019-05,11:15,343.96,400,690.19,208,1,135.96,294.27,135.96,158.31
2019-05,11:30,350.57,400,707.77,208,1,142.57,301.76,142.57,159.19
2019-05,11:45,348.77,400,702.12,208,1,140.77,299.36,140.77,158.59
2019-05,12:00,328.28,400,749.23,208,1,120.28,319.44,120.28,199.16
2019-05,12:15,318.4,400,732.07,208,1,110.4,312.13,110.4,201.73
2019-05,12:30,312.29,400,708.23,208,1,104.29,301.96,104.29,197.67
2019-05,12:45,310.45,400,696.26,208,1,102.45,296.86,102.45,194.41
2019-05,13:00,316.79,400,712.93,208,1,108.79,303.96,108.79,195.17
2019-05,13:15,319.59,400,710.19,208,1,111.59,302.8,111.59,191.21
2019-05,13:30,320.63,400,672.16,208,1,112.63,286.58,112.63,173.95
2019-05,13:45,321.99,400,632.07,208,1,113.99,269.49,113.99,155.5
2019-05,14:00,332.18,400,607.3,208,1,124.18,258.93,124.18,134.75
2019-05,14:15,342.56,400,580.53,208,1,134.56,247.51,134.56,112.95
2019-05,14:30,352.87,400,539.06,208,1,144.87,229.83,144.87,84.96
2019-05,14:45,353.59,400,492.57,208,1,145.59,210.01,145.59,64.42
2019-05,15:00,346.51,700,433.84,364,0,0,184.97,0,184.97
2019-05,15:15,358.79,700,431.43,364,0,0,183.94,0,183.94
2019-05,15:30,360.02,700,369.84,364,0,0,157.68,0,157.68
2019-05,15:45,354.29,700,340.82,364,0,0,145.31,0,145.31
2019-05,16:00,360.5,700,281.84,364,0,0,120.17,0,120.17
2019-05,16:15,365.23,700,260.29,364,1,1.23,110.98,1.23,109.75
2019-05,16:30,370.19,700,213.1,364,1,6.19,90.86,6.19,84.67
2019-05,16:45,363.51,700,169.1,364,0,0,72.1,0,72.1
2019-05,17:00,359.47,700,139.33,364,0,0,59.4,0,59.4
2019-05,17:15,355.59,700,105.34,364,0,0,44.91,0,44.91
2019-05,17:30,343.72,700,65.9,364,0,0,28.1,0,28.1
2019-05,17:45,336.99,700,22.95,364,0,0,9.78,0,9.78
2019-05,18:00,344.31,700,6.03,364,0,0,2.57,0,2.57
2019-05,18:15,378.33,700,0,364,1,14.33,0,0,0
2019-05,18:30,400.2,700,0,364,1,36.2,0,0,0
2019-05,18:45,407.41,700,0,364,1,43.41,0,0,0
2019-05,19:00,406.61,700,0,364,1,42.61,0,0,0
2019-05,19:15,403.15,700,0,364,1,39.15,0,0,0
2019-05,19:30,390.18,700,0,364,1,26.18,0,0,0
2019-05,19:45,390.63,700,0,364,1,26.63,0,0,0
2019-05,20:00,394.37,700,0,364,1,30.37,0,0,0
2019-05,20:15,394.01,700,0,364,1,30.01,0,0,0
2019-05,20:30,388.38,700,0,364,1,24.38,0,0,0
2019-05,20:45,380.56,700,0,364,1,16.56,0,0,0
2019-05,21:00,372.96,700,0,364,1,8.96,0,0,0
2019-05,21:15,363.73,700,0,364,0,0,0,0,0
2019-05,21:30,352.43,700,0,364,0,0,0,0,0
2019-05,21:45,337.3,700,0,364,0,0,0,0,0
2019-05,22:00,323.83,700,0,364,0,0,0,0,0
2019-05,22:15,312.08,700,0,364,0,0,0,0,0
2019-05,22:30,300.55,700,0,364,0,0,0,0,0
2019-05,22:45,288.64,700,0,364,0,0,0,0,0
2019-05,23:00,277.91,700,0,364,0,0,0,0,0
2019-05,23:15,268.77,700,0,364,0,0,0,0,0
2019-05,23:30,260.07,700,0,364,0,0,0,0,0
2019-05,23:45,251.97,700,0,364,0,0,0,0,0
2019-06,0:00,258.9,700,0,364,0,0,0,0,0
2019-06,0:15,251.84,700,0,364,0,0,0,0,0
2019-06,0:30,246.14,700,0,364,0,0,0,0,0
2019-06,0:45,241.77,300,0,156,1,85.77,0,0,0
2019-06,1:00,236.89,300,0,156,1,80.89,0,0,0
2019-06,1:15,233.37,300,0,156,1,77.37,0,0,0
2019-06,1:30,231.07,300,0,156,1,75.07,0,0,0
2019-06,1:45,228.02,300,0,156,1,72.02,0,0,0
2019-06,2:00,225.63,300,0,156,1,69.63,0,0,0
2019-06,2:15,223.81,300,0,156,1,67.81,0,0,0
2019-06,2:30,223.7,300,0,156,1,67.7,0,0,0
2019-06,2:45,223.11,300,0,156,1,67.11,0,0,0
2019-06,3:00,222.18,300,0,156,1,66.18,0,0,0
2019-06,3:15,220.8,300,0,156,1,64.8,0,0,0
2019-06,3:30,219.55,300,0,156,1,63.55,0,0,0
2019-06,3:45,219.81,300,0,156,1,63.81,0,0,0
2019-06,4:00,219.93,300,0,156,1,63.93,0,0,0
2019-06,4:15,219.4,300,0,156,1,63.4,0,0,0
2019-06,4:30,218.65,300,0,156,1,62.65,0,0,0
2019-06,4:45,218.45,300,0,156,1,62.45,0,0,0
2019-06,5:00,223.65,300,0,156,1,67.65,0,0,0
2019-06,5:15,227.58,300,0,156,1,71.58,0,0,0
2019-06,5:30,226.2,300,0,156,1,70.2,0,0,0
2019-06,5:45,217.28,300,0,156,1,61.28,0,0,0
2019-06,6:00,222.53,300,0,156,1,66.53,0,0,0
2019-06,6:15,228.18,300,0,156,1,72.18,0,0,0
2019-06,6:30,220.75,300,3.04,156,1,64.75,1.3,1.3,0
2019-06,6:45,209.68,400,12.19,208,1,1.68,5.2,1.68,3.52
2019-06,7:00,215.4,400,27.22,208,1,7.4,11.61,7.4,4.21
2019-06,7:15,223.22,400,54.06,208,1,15.22,23.05,15.22,7.83
2019-06,7:30,236.84,400,126.5,208,1,28.84,53.93,28.84,25.09
2019-06,7:45,253.53,400,180.75,208,1,45.53,77.06,45.53,31.53
2019-06,8:00,271.32,400,232.47,208,1,63.32,99.12,63.32,35.8
2019-06,8:15,288.3,400,285.05,208,1,80.3,121.53,80.3,41.23
2019-06,8:30,299.93,400,319.41,208,1,91.93,136.18,91.93,44.25
2019-06,8:45,306.32,400,344.81,208,1,98.32,147.01,98.32,48.69
2019-06,9:00,310.66,400,390.95,208,1,102.66,166.69,102.66,64.03
2019-06,9:15,315.59,400,435.13,208,1,107.59,185.52,107.59,77.93
2019-06,9:30,325.62,400,491.62,208,1,117.62,209.61,117.62,91.99
2019-06,9:45,337.41,400,532.43,208,1,129.41,227.01,129.41,97.6
2019-06,10:00,344.17,400,551.86,208,1,136.17,235.29,136.17,99.12
2019-06,10:15,347.99,400,588.6,208,1,139.99,250.96,139.99,110.97
2019-06,10:30,353.15,400,639.4,208,1,145.15,272.61,145.15,127.46
2019-06,10:45,362.84,400,647.18,208,1,154.84,275.93,154.84,121.09
2019-06,11:00,374.31,400,683.87,208,1,166.31,291.57,166.31,125.26
2019-06,11:15,384.13,400,691.36,208,1,176.13,294.77,176.13,118.64
2019-06,11:30,388.97,400,705.69,208,1,180.97,300.88,180.97,119.91
2019-06,11:45,378.27,400,748.18,208,1,170.27,318.99,170.27,148.72
2019-06,12:00,361.13,400,693.47,208,1,153.13,295.67,153.13,142.54
2019-06,12:15,354.35,400,737.96,208,1,146.35,314.64,146.35,168.29
2019-06,12:30,350.79,400,707.12,208,1,142.79,301.49,142.79,158.7
2019-06,12:45,348.33,700,684.31,364,0,0,291.76,0,291.76
2019-06,13:00,350.63,700,707.52,364,0,0,301.66,0,301.66
2019-06,13:15,352.59,700,671.57,364,0,0,286.33,0,286.33
2019-06,13:30,356.41,700,656.37,364,0,0,279.85,0,279.85
2019-06,13:45,358.3,700,659.8,364,0,0,281.31,0,281.31
2019-06,14:00,364.61,700,625.29,364,1,0.61,266.6,0.61,265.99
2019-06,14:15,379.17,700,572.61,364,1,15.17,244.14,15.17,228.97
2019-06,14:30,393.71,700,510.74,364,1,29.71,217.76,29.71,188.05
2019-06,14:45,396.14,700,470.27,364,1,32.14,200.5,32.14,168.36
2019-06,15:00,401.63,700,428.41,364,1,37.63,182.66,37.63,145.03
2019-06,15:15,401.05,700,419.86,364,1,37.05,179.01,37.05,141.96
2019-06,15:30,405.9,700,415.79,364,1,41.9,177.28,41.9,135.38
2019-06,15:45,404.41,700,413.5,364,1,40.41,176.3,40.41,135.89
2019-06,16:00,396.02,700,343.35,364,1,32.02,146.39,32.02,114.37
2019-06,16:15,384.45,700,303.34,364,1,20.45,129.33,20.45,108.88
2019-06,16:30,393.04,700,284.85,364,1,29.04,121.45,29.04,92.41
2019-06,16:45,392.29,700,230.64,364,1,28.29,98.34,28.29,70.05
2019-06,17:00,384.92,700,182.78,364,1,20.92,77.93,20.92,57.01
2019-06,17:15,378.57,700,140.41,364,1,14.57,59.87,14.57,45.3
2019-06,17:30,371.65,700,83.35,364,1,7.65,35.54,7.65,27.89
2019-06,17:45,359.57,700,37.82,364,0,0,16.12,0,16.12
2019-06,18:00,365.8,700,9.02,364,1,1.8,3.85,1.8,2.05
2019-06,18:15,397.14,700,0.37,364,1,33.14,0.16,0.16,0
2019-06,18:30,426.9,700,0,364,1,62.9,0,0,0
2019-06,18:45,435.62,700,0,364,1,71.62,0,0,0
2019-06,19:00,438.52,700,0,364,1,74.52,0,0,0
2019-06,19:15,441.17,700,0,364,1,77.17,0,0,0
2019-06,19:30,439.16,700,0,364,1,75.16,0,0,0
2019-06,19:45,437.21,700,0,364,1,73.21,0,0,0
2019-06,20:00,432.85,700,0,364,1,68.85,0,0,0
2019-06,20:15,427.82,700,0,364,1,63.82,0,0,0
2019-06,20:30,422.49,700,0,364,1,58.49,0,0,0
2019-06,20:45,415.61,700,0,364,1,51.61,0,0,0
2019-06,21:00,407.31,700,0,364,1,43.31,0,0,0
2019-06,21:15,397.16,700,0,364,1,33.16,0,0,0
2019-06,21:30,384.31,700,0,364,1,20.31,0,0,0
2019-06,21:45,358.26,700,0,364,0,0,0,0,0
2019-06,22:00,337.61,700,0,364,0,0,0,0,0
2019-06,22:15,324.75,700,0,364,0,0,0,0,0
2019-06,22:30,311.97,700,0,364,0,0,0,0,0
2019-06,22:45,300.76,700,0,364,0,0,0,0,0
2019-06,23:00,288.96,700,0,364,0,0,0,0,0
2019-06,23:15,278.84,700,0,364,0,0,0,0,0
2019-06,23:30,268.36,700,0,364,0,0,0,0,0
2019-06,23:45,260.48,700,0,364,0,0,0,0,0
2019-07,0:00,251.55,700,0,364,0,0,0,0,0
2019-07,0:15,244.05,700,0,364,0,0,0,0,0
2019-07,0:30,240.04,300,0,156,1,84.04,0,0,0
2019-07,0:45,235.13,300,0,156,1,79.13,0,0,0
2019-07,1:00,228.67,300,0,156,1,72.67,0,0,0
2019-07,1:15,225.23,300,0,156,1,69.23,0,0,0
2019-07,1:30,223.09,300,0,156,1,67.09,0,0,0
2019-07,1:45,220.6,300,0,156,1,64.6,0,0,0
2019-07,2:00,217.59,300,0,156,1,61.59,0,0,0
2019-07,2:15,216.33,300,0,156,1,60.33,0,0,0
2019-07,2:30,213.85,300,0,156,1,57.85,0,0,0
2019-07,2:45,214.13,300,0,156,1,58.13,0,0,0
2019-07,3:00,214.05,300,0,156,1,58.05,0,0,0
2019-07,3:15,212.98,300,0,156,1,56.98,0,0,0
2019-07,3:30,212.44,300,0,156,1,56.44,0,0,0
2019-07,3:45,211.91,300,0,156,1,55.91,0,0,0
2019-07,4:00,212.12,300,0,156,1,56.12,0,0,0
2019-07,4:15,213.78,300,0,156,1,57.78,0,0,0
2019-07,4:30,213.42,300,0,156,1,57.42,0,0,0
2019-07,4:45,212.22,300,0,156,1,56.22,0,0,0
2019-07,5:00,214.67,300,0,156,1,58.67,0,0,0
2019-07,5:15,219.14,300,0,156,1,63.14,0,0,0
2019-07,5:30,220.83,300,0,156,1,64.83,0,0,0
2019-07,5:45,219.02,300,0,156,1,63.02,0,0,0
2019-07,6:00,219.77,300,0,156,1,63.77,0,0,0
2019-07,6:15,223.02,300,0,156,1,67.02,0,0,0
2019-07,6:30,212.24,300,0.16,156,1,56.24,0.07,0.07,0
2019-07,6:45,198.35,400,7.27,208,0,0,3.1,0,3.1
2019-07,7:00,203.16,400,17.1,208,0,0,7.29,0,7.29
2019-07,7:15,219.12,400,30.13,208,1,11.12,12.85,11.12,1.73
2019-07,7:30,239.25,400,101.22,208,1,31.25,43.16,31.25,11.91
2019-07,7:45,257.94,400,164.43,208,1,49.94,70.11,49.94,20.17
2019-07,8:00,276.42,400,211.36,208,1,68.42,90.12,68.42,21.7
2019-07,8:15,295.25,400,258.68,208,1,87.25,110.29,87.25,23.04
2019-07,8:30,302.51,400,318.59,208,1,94.51,135.83,94.51,41.32
2019-07,8:45,310.87,400,366.04,208,1,102.87,156.06,102.87,53.19
2019-07,9:00,326.06,400,404.4,208,1,118.06,172.42,118.06,54.36
2019-07,9:15,330.21,400,444.63,208,1,122.21,189.57,122.21,67.36
2019-07,9:30,346.23,400,485.49,208,1,138.23,206.99,138.23,68.76
2019-07,9:45,339.31,400,536.23,208,1,131.31,228.63,131.31,97.32
2019-07,10:00,348.46,400,563.23,208,1,140.46,240.14,140.46,99.68
2019-07,10:15,343.46,400,597.19,208,1,135.46,254.62,135.46,119.16
2019-07,10:30,352.54,400,629.87,208,1,144.54,268.55,144.54,124.01
2019-07,10:45,363.44,400,674.58,208,1,155.44,287.61,155.44,132.17
2019-07,11:00,372.47,400,684.11,208,1,164.47,291.68,164.47,127.21
2019-07,11:15,375.39,700,690.33,364,1,11.39,294.33,11.39,282.94
2019-07,11:30,383.06,700,686.08,364,1,19.06,292.52,19.06,273.46
2019-07,11:45,378.17,700,667.44,364,1,14.17,284.57,14.17,270.4
2019-07,12:00,345.3,700,654.29,364,0,0,278.96,0,278.96
2019-07,12:15,327.1,700,703.06,364,0,0,299.76,0,299.76
2019-07,12:30,337.82,700,654.33,364,0,0,278.98,0,278.98
2019-07,12:45,336.59,700,660.68,364,0,0,281.69,0,281.69
2019-07,13:00,335.73,700,664.58,364,0,0,283.35,0,283.35
2019-07,13:15,335.73,700,614.77,364,0,0,262.11,0,262.11
2019-07,13:30,348.27,700,637.11,364,0,0,271.64,0,271.64
2019-07,13:45,344.04,700,657.74,364,0,0,280.43,0,280.43
2019-07,14:00,352.6,700,592.32,364,0,0,252.54,0,252.54
2019-07,14:15,370.14,700,564.54,364,1,6.14,240.7,6.14,234.56
2019-07,14:30,380.52,700,521.19,364,1,16.52,222.21,16.52,205.69
2019-07,14:45,381.77,700,547.33,364,1,17.77,233.36,17.77,215.59
2019-07,15:00,403.63,700,531.94,364,1,39.63,226.8,39.63,187.17
2019-07,15:15,406.78,700,486.84,364,1,42.78,207.57,42.78,164.79
2019-07,15:30,406.77,700,436.38,364,1,42.77,186.05,42.77,143.28
2019-07,15:45,411.04,700,416.88,364,1,47.04,177.74,47.04,130.7
2019-07,16:00,409.33,700,365.61,364,1,45.33,155.88,45.33,110.55
2019-07,16:15,402.7,1100,297.76,572,0,0,126.95,0,126.95
2019-07,16:30,394.95,1100,260.68,572,0,0,111.14,0,111.14
2019-07,16:45,399.07,1100,237.42,572,0,0,101.23,0,101.23
2019-07,17:00,396.52,1100,185.78,572,0,0,79.21,0,79.21
2019-07,17:15,395,1100,149.43,572,0,0,63.71,0,63.71
2019-07,17:30,378.47,1100,107.36,572,0,0,45.77,0,45.77
2019-07,17:45,371.57,1100,64.7,572,0,0,27.59,0,27.59
2019-07,18:00,365.89,1100,19.84,572,0,0,8.46,0,8.46
2019-07,18:15,378.64,1100,4.3,572,0,0,1.83,0,1.83
2019-07,18:30,406.86,1100,0,572,0,0,0,0,0
2019-07,18:45,431.67,1100,0,572,0,0,0,0,0
2019-07,19:00,439.97,1100,0,572,0,0,0,0,0
2019-07,19:15,440.8,1100,0,572,0,0,0,0,0
2019-07,19:30,442.06,1100,0,572,0,0,0,0,0
2019-07,19:45,439.19,1100,0,572,0,0,0,0,0
2019-07,20:00,434.14,1100,0,572,0,0,0,0,0
2019-07,20:15,429.05,1100,0,572,0,0,0,0,0
2019-07,20:30,424.07,1100,0,572,0,0,0,0,0
2019-07,20:45,419.26,1100,0,572,0,0,0,0,0
2019-07,21:00,409.65,1100,0,572,0,0,0,0,0
2019-07,21:15,398.87,1100,0,572,0,0,0,0,0
2019-07,21:30,377.23,1100,0,572,0,0,0,0,0
2019-07,21:45,348.8,700,0,364,0,0,0,0,0
2019-07,22:00,343.52,700,0,364,0,0,0,0,0
2019-07,22:15,330.2,700,0,364,0,0,0,0,0
2019-07,22:30,317.16,700,0,364,0,0,0,0,0
2019-07,22:45,305.22,700,0,364,0,0,0,0,0
2019-07,23:00,291.77,700,0,364,0,0,0,0,0
2019-07,23:15,278.3,700,0,364,0,0,0,0,0
2019-07,23:30,265.57,700,0,364,0,0,0,0,0
2019-07,23:45,259.73,700,0,364,0,0,0,0,0
2019-08,0:00,262.27,700,0,364,0,0,0,0,0
2019-08,0:15,255.01,700,0,364,0,0,0,0,0
2019-08,0:30,250.96,700,0,364,0,0,0,0,0
2019-08,0:45,246.43,300,0,156,1,90.43,0,0,0
2019-08,1:00,241.85,300,0,156,1,85.85,0,0,0
2019-08,1:15,237.49,300,0,156,1,81.49,0,0,0
2019-08,1:30,234.46,300,0,156,1,78.46,0,0,0
2019-08,1:45,232.48,300,0,156,1,76.48,0,0,0
2019-08,2:00,229.9,300,0,156,1,73.9,0,0,0
2019-08,2:15,227.17,300,0,156,1,71.17,0,0,0
2019-08,2:30,226.97,300,0,156,1,70.97,0,0,0
2019-08,2:45,225.86,300,0,156,1,69.86,0,0,0
2019-08,3:00,225.32,300,0,156,1,69.32,0,0,0
2019-08,3:15,224.01,300,0,156,1,68.01,0,0,0
2019-08,3:30,223.56,300,0,156,1,67.56,0,0,0
2019-08,3:45,221.6,300,0,156,1,65.6,0,0,0
2019-08,4:00,220.32,300,0,156,1,64.32,0,0,0
2019-08,4:15,220.66,300,0,156,1,64.66,0,0,0
2019-08,4:30,220.86,300,0,156,1,64.86,0,0,0
2019-08,4:45,223.03,300,0,156,1,67.03,0,0,0
2019-08,5:00,226.32,300,0,156,1,70.32,0,0,0
2019-08,5:15,231.54,300,0,156,1,75.54,0,0,0
2019-08,5:30,232.39,300,0,156,1,76.39,0,0,0
2019-08,5:45,230.54,300,0,156,1,74.54,0,0,0
2019-08,6:00,230.67,300,0,156,1,74.67,0,0,0
2019-08,6:15,229.69,300,0,156,1,73.69,0,0,0
2019-08,6:30,217.49,700,4.28,364,0,0,1.82,0,1.82
2019-08,6:45,204.1,700,14.6,364,0,0,6.22,0,6.22
2019-08,7:00,213.66,400,33.57,208,1,5.66,14.31,5.66,8.65
2019-08,7:15,223.36,400,62.29,208,1,15.36,26.56,15.36,11.2
2019-08,7:30,235.58,400,128.38,208,1,27.58,54.74,27.58,27.16
2019-08,7:45,252.92,400,167.32,208,1,44.92,71.34,44.92,26.42
